nome_mun,pop2017,muni_code
Jacobina do Piau\u00ed,5656,2205151
Jaic\u00f3s,18782,2205201
Jardim do Mulato,4430,2205250
Jatob\u00e1 do Piau\u00ed,4786,2205276
Jerumenha,4384,2205300
Jo\u00e3o Costa,2961,2205359
Joaquim Pires,14123,2205409
Joca Marques,5350,2205458
Jos\u00e9 de Freitas,38550,2205508
Juazeiro do Piau\u00ed,5391,2205516
J\u00falio Borges,5534,2205524
Jurema,4683,2205532
Lagoinha do Piau\u00ed,2796,2205540
Lagoa Alegre,8395,2205557
Lagoa do Barro do Piau\u00ed,4582,2205565
Lagoa de S\u00e3o Francisco,6646,2205573
Lagoa do Piau\u00ed,3996,2205581
Lagoa do S\u00edtio,5087,2205599
Landri Sales,5217,2205607
Lu\u00eds Correia,29792,2205706
Luzil\u00e2ndia,25082,2205805
Madeiro,8170,2205854
Manoel Em\u00eddio,5266,2205904
Marcol\u00e2ndia,8342,2205953
Marcos Parente,4478,2206001
Massap\u00ea do Piau\u00ed,6338,2206050
Matias Ol\u00edmpio,10759,2206100
Miguel Alves,33209,2206209
Miguel Le\u00e3o,1228,2206308
Milton Brand\u00e3o,6511,2206357
Monsenhor Gil,10409,2206407
Monsenhor Hip\u00f3lito,7621,2206506
Monte Alegre do Piau\u00ed,10448,2206605
Morro Cabe\u00e7a no Tempo,4066,2206654
Morro do Chap\u00e9u do Piau\u00ed,6684,2206670
Murici dos Portelas,8997,2206696
Nazar\u00e9 do Piau\u00ed,7231,2206704
Naz\u00e1ria,8425,2206720
Nossa Senhora de Nazar\u00e9,4786,2206753
Nossa Senhora dos Rem\u00e9dios,8547,2206803
Novo Oriente do Piau\u00ed,6466,2206902
Novo Santo Ant\u00f4nio,2940,2206951
Oeiras,36432,2207009
Olho D\'\u00c1gua do Piau\u00ed,2417,2207108
Padre Marcos,6758,2207207
Paes Landim,4065,2207306
Paje\u00fa do Piau\u00ed,3333,2207355
Palmeira do Piau\u00ed,4967,2207405
Palmeirais,14295,2207504
Paquet\u00e1,3886,2207553
Parnagu\u00e1,10613,2207603
Parna\u00edba,150547,2207702
Passagem Franca do Piau\u00ed,4500,2207751
Patos do Piau\u00ed,6288,2207777
Pau D\'Arco do Piau\u00ed,3975,2207793
Paulistana,20192,2207801
Pavussu,3623,2207850
Pedro II,38127,2207900
Pedro Laurentino,2495,2207934
Nova Santa Rita,4302,2207959
Picos,76928,2208007
Pimenteiras,11935,2208106
Pio IX,18125,2208205
Piracuruca,28312,2208304
Piripiri,62733,2208403
Porto,12358,2208502
Porto Alegre do Piau\u00ed,2664,2208551
Prata do Piau\u00ed,3103,2208601
Queimada Nova,8842,2208650
Reden\u00e7\u00e3o do Gurgu\u00e9ia,8634,2208700
Regenera\u00e7\u00e3o,17698,2208809
Riacho Frio,4246,2208858
Ribeira do Piau\u00ed,4403,2208874
Ribeiro Gon\u00e7alves,7214,2208908
Rio Grande do Piau\u00ed,6331,2209005
Santa Cruz do Piau\u00ed,6140,2209104
Santa Cruz dos Milagres,3952,2209153
Santa Filomena,6156,2209203
Santa Luz,5761,2209302
Santana do Piau\u00ed,4559,2209351
Santa Rosa do Piau\u00ed,5175,2209377
Santo Ant\u00f4nio de Lisboa,6305,2209401
Santo Ant\u00f4nio dos Milagres,2125,2209450
Santo In\u00e1cio do Piau\u00ed,3731,2209500
S\u00e3o Braz do Piau\u00ed,4377,2209559
S\u00e3o F\u00e9lix do Piau\u00ed,2901,2209609
S\u00e3o Francisco de Assis do Piau\u00ed,5657,2209658
S\u00e3o Francisco do Piau\u00ed,6324,2209708
S\u00e3o Gon\u00e7alo do Gurgu\u00e9ia,2988,2209757
S\u00e3o Gon\u00e7alo do Piau\u00ed,4931,2209807
S\u00e3o Jo\u00e3o da Canabrava,4534,2209856
S\u00e3o Jo\u00e3o da Fronteira,5938,2209872
S\u00e3o Jo\u00e3o da Serra,6050,2209906
S\u00e3o Jo\u00e3o da Varjota,4762,2209955
S\u00e3o Jo\u00e3o do Arraial,7847,2209971
S\u00e3o Jo\u00e3o do Piau\u00ed,20258,2210003
S\u00e3o Jos\u00e9 do Divino,5260,2210052
S\u00e3o Jos\u00e9 do Peixe,3689,2210102
S\u00e3o Jos\u00e9 do Piau\u00ed,6602,2210201
S\u00e3o Juli\u00e3o,6261,2210300
S\u00e3o Louren\u00e7o do Piau\u00ed,4501,2210359
S\u00e3o Luis do Piau\u00ed,2602,2210375
S\u00e3o Miguel da Baixa Grande,2413,2210383
S\u00e3o Miguel do Fidalgo,2991,2210391
S\u00e3o Miguel do Tapuio,17395,2210409
S\u00e3o Pedro do Piau\u00ed,14056,2210508
S\u00e3o Raimundo Nonato,34109,2210607
Sebasti\u00e3o Barros,3421,2210623
Sebasti\u00e3o Leal,4224,2210631
Sigefredo Pacheco,9880,2210656
Sim\u00f5es,14398,2210706
Simpl\u00edcio Mendes,12488,2210805
Socorro do Piau\u00ed,4500,2210904
Sussuapara,6612,2210938
Tamboril do Piau\u00ed,2870,2210953
Tanque do Piau\u00ed,2719,2210979
Teresina,850198,2211001
Uni\u00e3o,43761,2211100
Uru\u00e7u\u00ed,21188,2211209
Valen\u00e7a do Piau\u00ed,20588,2211308
V\u00e1rzea Branca,4873,2211357
V\u00e1rzea Grande,4325,2211407
Vera Mendes,3029,2211506
Vila Nova do Piau\u00ed,2931,2211605
Wall Ferraz,4390,2211704
Abaiara,11605,2300101
Acarape,16543,2300150
Acara\u00fa,62199,2300200
Acopiara,53572,2300309
Aiuaba,17194,2300408
Alc\u00e2ntaras,11459,2300507
Altaneira,7479,2300606
Alto Santo,16976,2300705
Amontada,42901,2300754
Antonina do Norte,7278,2300804
Apuiar\u00e9s,14719,2300903
Aquiraz,79128,2301000
Aracati,73629,2301109
Aracoiaba,26269,2301208
Ararend\u00e1,10823,2301257
Araripe,21398,2301307
Aratuba,11244,2301406
Arneiroz,7777,2301505
Assar\u00e9,23254,2301604
Aurora,24496,2301703
Baixio,6228,2301802
Banabui\u00fa,18027,2301851
Barbalha,59811,2301901
Barreira,20978,2301950
Barro,22440,2302008
Barroquinha,14880,2302057
Baturit\u00e9,35351,2302107
Beberibe,53110,2302206
Bela Cruz,32378,2302305
Boa Viagem,54049,2302404
Brejo Santo,48830,2302503
Camocim,62985,2302602
Campos Sales,27209,2302701
Canind\u00e9,77514,2302800
Capistrano,17668,2302909
Caridade,22320,2303006
Carir\u00e9,18660,2303105
Cariria\u00e7u,26892,2303204
Cari\u00fas,18804,2303303
Carnaubal,17631,2303402
Cascavel,71079,2303501
Catarina,20451,2303600
Catunda,10365,2303659
Caucaia,362223,2303709
Cedro,25063,2303808
Chaval,12952,2303907
Chor\u00f3,13384,2303931
Chorozinho,19197,2303956
Corea\u00fa,23107,2304004
Crate\u00fas,74426,2304103
Crato,130604,2304202
Croat\u00e1,17874,2304236
Cruz,23983,2304251
Deputado Irapuan Pinheiro,9521,2304269
Erer\u00ea,7163,2304277
Eus\u00e9bio,52667,2304285
Farias Brito,18720,2304301
Forquilha,24047,2304350
Fortaleza,2627482,2304400
Fortim,16272,2304459
Frecheirinha,13669,2304509
General Sampaio,6922,2304608
Gra\u00e7a,15307,2304657
Granja,54365,2304707
Granjeiro,4425,2304806
Groa\u00edras,11012,2304905
Guai\u00faba,26331,2304954
Guaraciaba do Norte,39445,2305001
Guaramiranga,3547,2305100
Hidrol\u00e2ndia,20215,2305209
Horizonte,65928,2305233
Ibaretama,13218,2305266
Ibiapina,24825,2305308
Ibicuitinga,12350,2305332
Icapu\u00ed,19685,2305357
Ic\u00f3,67486,2305407
Iguatu,102614,2305506
Independ\u00eancia,25967,2305605
Ipaporanga,11499,2305654
Ipaumirim,12349,2305704
Ipu,41576,2305803
Ipueiras,37896,2305902
Iracema,14125,2306009
Irau\u00e7uba,23858,2306108
Itai\u00e7aba,7738,2306207
Itaitinga,39310,2306256
Itapaj\u00e9,51945,2306306
Itapipoca,127465,2306405
Itapi\u00fana,20014,2306504
Itarema,41230,2306553
Itatira,20675,2306603
Jaguaretama,17958,2306702
Jaguaribara,11295,2306801
Jaguaribe,34448,2306900
Jaguaruana,33740,2307007
Jardim,27076,2307106
Jati,7847,2307205
Jijoca de Jericoacoara,19510,2307254
Juazeiro do Norte,270383,2307304
Juc\u00e1s,24597,2307403
Lavras da Mangabeira,31335,2307502
Limoeiro do Norte,58915,2307601
Madalena,19800,2307635
Maracana\u00fa,224804,2307650
Maranguape,126486,2307700
Marco,26981,2307809
Martin\u00f3pole,11082,2307908
Massap\u00ea,38210,2308005
Mauriti,46548,2308104
Meruoca,14948,2308203
Milagres,28231,2308302
Milh\u00e3,13136,2308351
Mira\u00edma,13583,2308377
Miss\u00e3o Velha,35409,2308401
Momba\u00e7a,43735,2308500
Monsenhor Tabosa,17038,2308609
Morada Nova,61548,2308708
Mora\u00fajo,8636,2308807
Morrinhos,22222,2308906
Mucambo,14377,2309003
Mulungu,12831,2309102
Nova Olinda,15433,2309201
Nova Russas,32035,2309300
Novo Oriente,28353,2309409
Ocara,25394,2309458
Or\u00f3s,21292,2309508
Pacajus,70911,2309607
Pacatuba,82824,2309706
Pacoti,11960,2309805
Pacuj\u00e1,6202,2309904
Palhano,9285,2310001
Palm\u00e1cia,13145,2310100
Paracuru,33894,2310209
Paraipaba,32515,2310258
Parambu,31137,2310308
Paramoti,11578,2310407
Pedra Branca,42841,2310506
Penaforte,8956,2310605
Pentecoste,37077,2310704
Pereiro,16163,2310803
Pindoretama,20644,2310852
Piquet Carneiro,16731,2310902
Pires Ferreira,10784,2310951
Poranga,12243,2311009
Porteiras,14921,2311108
Potengi,10918,2311207
Potiretama,6356,2311231
Quiterian\u00f3polis,20860,2311264
Quixad\u00e1,86605,2311306
Quixel\u00f4,14860,2311355
Quixeramobim,78658,2311405
Quixer\u00e9,21876,2311504
Reden\u00e7\u00e3o,27441,2311603
Reriutaba,18769,2311702
Russas,76475,2311801
Saboeiro,15678,2311900
Salitre,16331,2311959
Santana do Acara\u00fa,32023,2312007
Santana do Cariri,17489,2312106
Santa Quit\u00e9ria,43360,2312205
S\u00e3o Benedito,46648,2312304
S\u00e3o Gon\u00e7alo do Amarante,48265,2312403
S\u00e3o Jo\u00e3o do Jaguaribe,7621,2312502
S\u00e3o Lu\u00eds do Curu,12849,2312601
Senador Pompeu,26447,2312700
Senador S\u00e1,7513,2312809
Sobral,205529,2312908
Solon\u00f3pole,18158,2313005
Tabuleiro do Norte,30489,2313104
Tamboril,25525,2313203
Tarrafas,8852,2313252
Tau\u00e1,58119,2313302
Teju\u00e7uoca,18902,2313351
Tiangu\u00e1,74719,2313401
Trairi,55207,2313500
Tururu,15935,2313559
Ubajara,34332,2313609
Umari,7671,2313708
Umirim,19679,2313757
Uruburetama,21609,2313807
Uruoca,13677,2313906
Varjota,18239,2313955
V\u00e1rzea Alegre,40440,2314003
Vi\u00e7osa do Cear\u00e1,60030,2314102
Acari,11333,2400109
A\u00e7u,58183,2400208
Afonso Bezerra,11211,2400307
\u00c1gua Nova,3260,2400406
Alexandria,13827,2400505
Almino Afonso,4854,2400604
Alto do Rodrigues,14365,2400703
Angicos,11909,2400802
Ant\u00f4nio Martins,7237,2400901
Apodi,36323,2401008
Areia Branca,27401,2401107
Ar\u00eas,14307,2401206
Augusto Severo,9768,2401305
Ba\u00eda Formosa,9309,2401404
Bara\u00fana,28085,2401453
Barcelona,4064,2401503
Bento Fernandes,5527,2401602
Bod\u00f3,2307,2401651
Bom Jesus,10254,2401701
Brejinho,12720,2401800
Cai\u00e7ara do Norte,6624,2401859
Cai\u00e7ara do Rio do Vento,3680,2401909
Caic\u00f3,68222,2402006
Campo Redondo,11244,2402105
Canguaretama,34267,2402204
Cara\u00fabas,20707,2402303
Carna\u00faba dos Dantas,8188,2402402
Carnaubais,10715,2402501
Cear\u00e1-Mirim,73849,2402600
Cerro Cor\u00e1,11344,2402709
Coronel Ezequiel,5593,2402808
Coronel Jo\u00e3o Pessoa,4980,2402907
Cruzeta,8147,2403004
Currais Novos,45228,2403103
Doutor Severiano,7190,2403202
Parnamirim,254709,2403251
Encanto,5666,2403301
Equador,6119,2403400
Esp\u00edrito Santo,10702,2403509
Extremoz,28331,2403608
Felipe Guerra,6052,2403707
Fernando Pedroza,3072,2403756
Flor\u00e2nia,9262,2403806
Francisco Dantas,2890,2403905
Frutuoso Gomes,4180,2404002
Galinhos,2715,2404101
Goianinha,26068,2404200
Governador Dix-Sept Rosado,13157,2404309
Grossos,10386,2404408
Guamar\u00e9,15309,2404507
Ielmo Marinho,13714,2404606
Ipangua\u00e7u,15464,2404705
Ipueira,2251,2404804
Itaj\u00e1,7571,2404853
Ita\u00fa,5930,2404903
Ja\u00e7an\u00e3,9068,2405009
Janda\u00edra,6942,2405108
Jandu\u00eds,5386,2405207
Janu\u00e1rio Cicco,10096,2405306
Japi,5247,2405405
Jardim de Angicos,2663,2405504
Jardim de Piranhas,14858,2405603
Jardim do Serid\u00f3,12579,2405702
Jo\u00e3o C\u00e2mara,35087,2405801
Jo\u00e3o Dias,2695,2405900
Jos\u00e9 da Penha,6050,2406007
Jucurutu,18530,2406106
Jundi\u00e1,3910,2406155
Lagoa d\'Anta,6793,2406205
Lagoa de Pedras,7579,2406304
Lagoa de Velhos,2771,2406403
Lagoa Nova,15590,2406502
Lagoa Salgada,8269,2406601
Lajes,11316,2406700
Lajes Pintadas,4822,2406809
Lucr\u00e9cia,4002,2406908
Lu\u00eds Gomes,10211,2407005
Maca\u00edba,80031,2407104
Macau,31859,2407203
Major Sales,4002,2407252
Marcelino Vieira,8492,2407302
Martins,8793,2407401
Maxaranguape,12223,2407500
Messias Targino,4608,2407609
Montanhas,11503,2407708
Monte Alegre,22462,2407807
Monte das Gameleiras,2178,2407906
Mossor\u00f3,295619,2408003
Natal,885180,2408102
N\u00edsia Floresta,27372,2408201
Nova Cruz,37695,2408300
Olho-d\'\u00c1gua do Borges,4349,2408409
Ouro Branco,4882,2408508
Paran\u00e1,4276,2408607
Para\u00fa,3859,2408706
Parazinho,5258,2408805
Parelhas,21669,2408904
Rio do Fogo,10901,2408953
Passa e Fica,13099,2409100
Passagem,3109,2409209
Patu,12844,2409308
Santa Maria,5500,2409332
Pau dos Ferros,30452,2409407
Pedra Grande,3356,2409506
Pedra Preta,2532,2409605
Pedro Avelino,6938,2409704
Pedro Velho,14954,2409803
Pend\u00eancias,15083,2409902
Pil\u00f5es,3836,2410009
Po\u00e7o Branco,15418,2410108
Portalegre,7909,2410207
Porto do Mangue,6789,2410256
Serra Caiada,10099,2410306
Pureza,9568,2410405
Rafael Fernandes,5115,2410504
Rafael Godeiro,3234,2410603
Riacho da Cruz,3566,2410702
Riacho de Santana,4277,2410801
Riachuelo,8075,2410900
Rodolfo Fernandes,4545,2411007
Tibau,4100,2411056
Ruy Barbosa,3669,2411106
Santa Cruz,39667,2411205
Santana do Matos,13289,2411403
Santana do Serid\u00f3,2701,2411429
Santo Ant\u00f4nio,24220,2411502
S\u00e3o Bento do Norte,2846,2411601
S\u00e3o Bento do Trair\u00ed,4425,2411700
S\u00e3o Fernando,3617,2411809
S\u00e3o Francisco do Oeste,4238,2411908
S\u00e3o Gon\u00e7alo do Amarante,101492,2412005
S\u00e3o Jo\u00e3o do Sabugi,6260,2412104
S\u00e3o Jos\u00e9 de Mipibu,43995,2412203
S\u00e3o Jos\u00e9 do Campestre,13007,2412302
S\u00e3o Jos\u00e9 do Serid\u00f3,4643,2412401
S\u00e3o Miguel,23610,2412500
S\u00e3o Miguel do Gostoso,9606,2412559
S\u00e3o Paulo do Potengi,17572,2412609
S\u00e3o Pedro,6139,2412708
S\u00e3o Rafael,8343,2412807
S\u00e3o Tom\u00e9,11223,2412906
S\u00e3o Vicente,6469,2413003
Senador El\u00f3i de Souza,6188,2413102
Senador Georgino Avelino,4423,2413201
Serra de S\u00e3o Bento,5870,2413300
Serra do Mel,11838,2413359
Serra Negra do Norte,8175,2413409
Serrinha,6422,2413508
Serrinha dos Pintos,4841,2413557
Severiano Melo,3150,2413607
S\u00edtio Novo,5528,2413706
Taboleiro Grande,2566,2413805
Taipu,12428,2413904
Tangar\u00e1,15866,2414001
Tenente Ananias,10814,2414100
Tenente Laurentino Cruz,5912,2414159
Tibau do Sul,13895,2414209
Timba\u00faba dos Batistas,2437,2414308
Touros,34043,2414407
Triunfo Potiguar,3327,2414456
Umarizal,10781,2414506
Upanema,14609,2414605
V\u00e1rzea,5554,2414704
Venha-Ver,4187,2414753
Vera Cruz,12371,2414803
Vi\u00e7osa,1731,2414902
Vila Flor,3173,2415008
\u00c1gua Branca,10258,2500106
Aguiar,5562,2500205
Alagoa Grande,28565,2500304
Alagoa Nova,20689,2500403
Alagoinha,14464,2500502
Alcantil,5499,2500536
Algod\u00e3o de Janda\u00edra,2501,2500577
Alhandra,19579,2500601
S\u00e3o Jo\u00e3o do Rio do Peixe,17940,2500700
Amparo,2246,2500734
Aparecida,8430,2500775
Ara\u00e7agi,17003,2500809
Arara,13538,2500908
Araruna,20418,2501005
Areia,22776,2501104
Areia de Bara\u00fanas,2126,2501153
Areial,6975,2501203
Aroeiras,19154,2501302
Assun\u00e7\u00e3o,3921,2501351
Ba\u00eda da Trai\u00e7\u00e3o,9070,2501401
Bananeiras,21156,2501500
Bara\u00fana,4925,2501534
Barra de Santana,8241,2501575
Barra de Santa Rosa,15421,2501609
Barra de S\u00e3o Miguel,5979,2501708
Bayeux,97010,2501807
Bel\u00e9m,17685,2501906
Bel\u00e9m do Brejo do Cruz,7347,2502003
Bernardino Batista,3438,2502052
Boa Ventura,5349,2502102
Boa Vista,7083,2502151
Bom Jesus,2567,2502201
Bom Sucesso,4972,2502300
Bonito de Santa F\u00e9,11938,2502409
Boqueir\u00e3o,17842,2502508
Igaracy,6173,2502607
Borborema,5430,2502706
Brejo do Cruz,14107,2502805
Brejo dos Santos,6457,2502904
Caapor\u00e3,21872,2503001
Cabaceiras,5570,2503100
Cabedelo,68033,2503209
Cachoeira dos \u00cdndios,10265,2503308
Cacimba de Areia,3749,2503407
Cacimba de Dentro,17156,2503506
Cacimbas,7183,2503555
Cai\u00e7ara,7283,2503605
Cajazeiras,62187,2503704
Cajazeirinhas,3197,2503753
Caldas Brand\u00e3o,6025,2503803
Camala\u00fa,6020,2503902
Campina Grande,410332,2504009
Capim,6552,2504033
Cara\u00fabas,4171,2504074
Carrapateira,2667,2504108
Casserengue,7476,2504157
Catingueira,4934,2504207
Catol\u00e9 do Rocha,30534,2504306
Caturit\u00e9,4839,2504355
Concei\u00e7\u00e3o,18944,2504405
Condado,6753,2504504
Conde,24769,2504603
Congo,4789,2504702
Coremas,15426,2504801
Coxixola,1925,2504850
Cruz do Esp\u00edrito Santo,17559,2504900
Cubati,7274,2505006
Cuit\u00e9,20348,2505105
Cuitegi,6790,2505204
Cuit\u00e9 de Mamanguape,6358,2505238
Curral de Cima,5232,2505279
Curral Velho,2517,2505303
Dami\u00e3o,5343,2505352
Desterro,8306,2505402
Vista Serrana,3808,2505501
Diamante,6550,2505600
Dona In\u00eas,10383,2505709
Duas Estradas,3594,2505808
Emas,3528,2505907
Esperan\u00e7a,33266,2506004
Fagundes,11313,2506103
Frei Martinho,2990,2506202
Gado Bravo,8435,2506251
Guarabira,58881,2506301
Gurinh\u00e9m,14134,2506400
Gurj\u00e3o,3436,2506509
Ibiara,5925,2506608
Imaculada,11833,2506707
Ing\u00e1,18163,2506806
Itabaiana,24475,2506905
Itaporanga,24842,2507002
Itapororoca,18715,2507101
Itatuba,10876,2507200
Jacara\u00fa,14378,2507309
Jeric\u00f3,7742,2507408
Jo\u00e3o Pessoa,811598,2507507
Juarez T\u00e1vora,7950,2507606
Juazeirinho,18213,2507705
Junco do Serid\u00f3,7165,2507804
Juripiranga,10770,2507903
Juru,9868,2508000
Lagoa,4666,2508109
Lagoa de Dentro,7670,2508208
Lagoa Seca,27543,2508307
Lastro,2725,2508406
Livramento,7386,2508505
Logradouro,4343,2508554
Lucena,13121,2508604
M\u00e3e d\'\u00c1gua,4009,2508703
Malta,5665,2508802
Mamanguape,45005,2508901
Mana\u00edra,11120,2509008
Marca\u00e7\u00e3o,8586,2509057
Mari,21854,2509107
Mariz\u00f3polis,6614,2509156
Massaranduba,13853,2509206
Mataraca,8466,2509305
Matinhas,4537,2509339
Mato Grosso,2915,2509370
Matur\u00e9ia,6587,2509396
Mogeiro,13286,2509404
Montadas,5691,2509503
Monte Horebe,4825,2509602
Monteiro,33294,2509701
Mulungu,9922,2509800
Natuba,10460,2509909
Nazarezinho,7296,2510006
Nova Floresta,10639,2510105
Nova Olinda,5944,2510204
Nova Palmeira,4910,2510303
Olho d\'\u00c1gua,6512,2510402
Olivedos,3951,2510501
Ouro Velho,3042,2510600
Parari,1769,2510659
Passagem,2424,2510709
Patos,107790,2510808
Paulista,12308,2510907
Pedra Branca,3803,2511004
Pedra Lavrada,8122,2511103
Pedras de Fogo,28499,2511202
Pianc\u00f3,16091,2511301
Picu\u00ed,18737,2511400
Pilar,11938,2511509
Pil\u00f5es,6607,2511608
Pil\u00f5ezinhos,5080,2511707
Pirpirituba,10585,2511806
Pitimbu,19182,2511905
Pocinhos,18622,2512002
Po\u00e7o Dantas,3770,2512036
Po\u00e7o de Jos\u00e9 de Moura,4318,2512077
Pombal,32766,2512101
Prata,4179,2512200
Princesa Isabel,23489,2512309
Puxinan\u00e3,13715,2512408
Queimadas,44214,2512507
Quixaba,1964,2512606
Rem\u00edgio,19579,2512705
Pedro R\u00e9gis,6099,2512721
Riach\u00e3o,3607,2512747
Riach\u00e3o do Bacamarte,4529,2512754
Riach\u00e3o do Po\u00e7o,4519,2512762
Riacho de Santo Ant\u00f4nio,1985,2512788
Riacho dos Cavalos,8609,2512804
Rio Tinto,24154,2512903
Salgadinho,3980,2513000
Salgado de S\u00e3o F\u00e9lix,12145,2513109
Santa Cec\u00edlia,6557,2513158
Santa Cruz,6585,2513208
Santa Helena,5887,2513307
Santa In\u00eas,3596,2513356
Santa Luzia,15401,2513406
Santana de Mangueira,5159,2513505
Santana dos Garrotes,7024,2513604
Joca Claudino,2690,2513653
Santa Rita,136851,2513703
Santa Teresinha,4573,2513802
Santo Andr\u00e9,2519,2513851
S\u00e3o Bento,34215,2513901
S\u00e3o Bentinho,4540,2513927
S\u00e3o Domingos do Cariri,2601,2513943
S\u00e3o Domingos,3120,2513968
S\u00e3o Francisco,3363,2513984
S\u00e3o Jo\u00e3o do Cariri,4296,2514008
S\u00e3o Jo\u00e3o do Tigre,4423,2514107
S\u00e3o Jos\u00e9 da Lagoa Tapada,7679,2514206
S\u00e3o Jos\u00e9 de Caiana,6279,2514305
S\u00e3o Jos\u00e9 de Espinharas,4635,2514404
S\u00e3o Jos\u00e9 dos Ramos,5969,2514453
S\u00e3o Jos\u00e9 de Piranhas,20163,2514503
S\u00e3o Jos\u00e9 de Princesa,3842,2514552
S\u00e3o Jos\u00e9 do Bonfim,3566,2514602
S\u00e3o Jos\u00e9 do Brejo do Cruz,1806,2514651
S\u00e3o Jos\u00e9 do Sabugi,4145,2514701
S\u00e3o Jos\u00e9 dos Cordeiros,3711,2514800
S\u00e3o Mamede,7721,2514909
S\u00e3o Miguel de Taipu,7180,2515005
S\u00e3o Sebasti\u00e3o de Lagoa de Ro\u00e7a,11845,2515104
S\u00e3o Sebasti\u00e3o do Umbuzeiro,3496,2515203
Sap\u00e9,52697,2515302
S\u00e3o Vicente do Serid\u00f3,11084,2515401
Serra Branca,13707,2515500
Serra da Raiz,3121,2515609
Serra Grande,3100,2515708
Serra Redonda,7020,2515807
Serraria,6093,2515906
Sert\u00e3ozinho,5044,2515930
Sobrado,7795,2515971
Sol\u00e2nea,26376,2516003
Soledade,14987,2516102
Soss\u00eago,3567,2516151
Sousa,69554,2516201
Sum\u00e9,16957,2516300
Tacima,10967,2516409
Tapero\u00e1,15276,2516508
Tavares,14661,2516607
Teixeira,15191,2516706
Ten\u00f3rio,3066,2516755
Triunfo,9482,2516805
Uira\u00fana,15382,2516904
Umbuzeiro,9913,2517001
V\u00e1rzea,2820,2517100
Vieir\u00f3polis,5358,2517209
Zabel\u00ea,2245,2517407
Abreu e Lima,99364,2600054
Afogados da Ingazeira,37017,2600104
Afr\u00e2nio,19411,2600203
Agrestina,24644,2600302
\u00c1gua Preta,36371,2600401
\u00c1guas Belas,43087,2600500
Alagoinha,14517,2600609
Alian\u00e7a,38267,2600708
Altinho,22896,2600807
Amaraji,22726,2600906
Angelim,11045,2601003
Ara\u00e7oiaba,20268,2601052
Araripina,83757,2601102
Arcoverde,73667,2601201
Barra de Guabiraba,14224,2601300
Barreiros,42438,2601409
Bel\u00e9m de Maria,11992,2601508
Bel\u00e9m do S\u00e3o Francisco,20670,2601607
Belo Jardim,75986,2601706
Bet\u00e2nia,12637,2601805
Bezerros,60549,2601904
Bodoc\u00f3,37816,2602001
Bom Conselho,48214,2602100
Bom Jardim,39025,2602209
Bonito,38044,2602308
Brej\u00e3o,8973,2602407
Brejinho,7465,2602506
Brejo da Madre de Deus,50138,2602605
Buenos Aires,13085,2602704
Bu\u00edque,57696,2602803
Cabo de Santo Agostinho,204653,2602902
Cabrob\u00f3,33856,2603009
Cachoeirinha,20209,2603108
Caet\u00e9s,28500,2603207
Cal\u00e7ado,11055,2603306
Calumbi,5736,2603405
Camaragibe,156361,2603454
Camocim de S\u00e3o F\u00e9lix,18583,2603504
Camutanga,8493,2603603
Canhotinho,24762,2603702
Capoeiras,19991,2603801
Carna\u00edba,19440,2603900
Carnaubeira da Penha,12805,2603926
Carpina,82685,2604007
Caruaru,356128,2604106
Casinhas,14274,2604155
Catende,42343,2604205
Cedro,11695,2604304
Ch\u00e3 de Alegria,13396,2604403
Ch\u00e3 Grande,21525,2604502
Condado,26186,2604601
Correntes,18098,2604700
Cort\u00eas,12560,2604809
Cumaru,11559,2604908
Cupira,23977,2605004
Cust\u00f3dia,36753,2605103
Dormentes,18692,2605152
Escada,68281,2605202
Exu,31790,2605301
Feira Nova,21958,2605400
Fernando de Noronha,3016,2605459
Ferreiros,12057,2605509
Flores,22567,2605608
Floresta,32483,2605707
Frei Miguelinho,15328,2605806
Gameleira,30709,2605905
Garanhuns,138642,2606002
Gl\u00f3ria do Goit\u00e1,30425,2606101
Goiana,79249,2606200
Granito,7417,2606309
Gravat\u00e1,83241,2606408
Iati,19100,2606507
Ibimirim,28985,2606606
Ibirajuba,7735,2606705
Igarassu,115398,2606804
Iguaracy,12175,2606903
Inaj\u00e1,22801,2607000
Ingazeira,4542,2607109
Ipojuca,94533,2607208
Ipubi,30447,2607307
Itacuruba,4858,2607406
Ita\u00edba,26314,2607505
Ilha de Itamarac\u00e1,25789,2607604
Itamb\u00e9,36320,2607653
Itapetim,13638,2607703
Itapissuma,26338,2607752
Itaquitinga,16859,2607802
Jaboat\u00e3o dos Guararapes,695956,2607901
Jaqueira,11634,2607950
Jata\u00faba,17026,2608008
Jatob\u00e1,14703,2608057
Jo\u00e3o Alfredo,33485,2608107
Joaquim Nabuco,15989,2608206
Jucati,11334,2608255
Jupi,14712,2608305
Jurema,15284,2608404
Lagoa do Carro,17847,2608453
Lagoa de Itaenga,21338,2608503
Lagoa do Ouro,13033,2608602
Lagoa dos Gatos,16218,2608701
Lagoa Grande,25294,2608750
Lajedo,39888,2608800
Limoeiro,56140,2608909
Macaparana,25214,2609006
Machados,15820,2609105
Manari,21047,2609154
Maraial,11433,2609204
Mirandiba,15270,2609303
Moreno,62119,2609402
Nazar\u00e9 da Mata,32280,2609501
Olinda,390771,2609600
Orob\u00f3,23768,2609709
Oroc\u00f3,14794,2609808
Ouricuri,68776,2609907
Palmares,62832,2610004
Palmeirina,7761,2610103
Panelas,26417,2610202
Paranatama,11449,2610301
Parnamirim,21383,2610400
