nome_mun,pop2017,muni_code
Chapada do Norte,15675,3116100
Chapada Ga\u00facha,12971,3116159
Chiador,2789,3116209
Cipot\u00e2nea,6868,3116308
Claraval,4847,3116407
Claro dos Po\u00e7\u00f5es,7819,3116506
Cl\u00e1udio,28287,3116605
Coimbra,7559,3116704
Coluna,9146,3116803
Comendador Gomes,3138,3116902
Comercinho,7599,3117009
Concei\u00e7\u00e3o da Aparecida,10374,3117108
Concei\u00e7\u00e3o das Pedras,2858,3117207
Concei\u00e7\u00e3o das Alagoas,26818,3117306
Concei\u00e7\u00e3o de Ipanema,4644,3117405
Concei\u00e7\u00e3o do Mato Dentro,18126,3117504
Concei\u00e7\u00e3o do Par\u00e1,5515,3117603
Concei\u00e7\u00e3o do Rio Verde,13724,3117702
Concei\u00e7\u00e3o dos Ouros,11467,3117801
C\u00f4nego Marinho,7624,3117836
Confins,6608,3117876
Congonhal,11706,3117900
Congonhas,53843,3118007
Congonhas do Norte,5134,3118106
Conquista,6960,3118205
Conselheiro Lafaiete,127369,3118304
Conselheiro Pena,23240,3118403
Consola\u00e7\u00e3o,1810,3118502
Contagem,658580,3118601
Coqueiral,9432,3118700
Cora\u00e7\u00e3o de Jesus,27052,3118809
Cordisburgo,9029,3118908
Cordisl\u00e2ndia,3587,3119005
Corinto,24384,3119104
Coroaci,10339,3119203
Coromandel,28508,3119302
Coronel Fabriciano,110326,3119401
Coronel Murta,9411,3119500
Coronel Pacheco,3125,3119609
Coronel Xavier Chaves,3471,3119708
C\u00f3rrego Danta,3359,3119807
C\u00f3rrego do Bom Jesus,3804,3119906
C\u00f3rrego Fundo,6295,3119955
C\u00f3rrego Novo,2970,3120003
Couto de Magalh\u00e3es de Minas,4444,3120102
Cris\u00f3lita,6631,3120151
Cristais,12564,3120201
Crist\u00e1lia,6042,3120300
Cristiano Otoni,5225,3120409
Cristina,10482,3120508
Crucil\u00e2ndia,5057,3120607
Cruzeiro da Fortaleza,4174,3120706
Cruz\u00edlia,15497,3120805
Cuparaque,4995,3120839
Curral de Dentro,7623,3120870
Curvelo,79878,3120904
Datas,5471,3121001
Delfim Moreira,8205,3121100
Delfin\u00f3polis,7186,3121209
Delta,9904,3121258
Descoberto,5047,3121308
Desterro de Entre Rios,7334,3121407
Desterro do Melo,3015,3121506
Diamantina,48230,3121605
Diogo de Vasconcelos,3913,3121704
Dion\u00edsio,8287,3121803
Divin\u00e9sia,3455,3121902
Divino,20133,3122009
Divino das Laranjeiras,5086,3122108
Divinol\u00e2ndia de Minas,7559,3122207
Divin\u00f3polis,234937,3122306
Divisa Alegre,6625,3122355
Divisa Nova,6068,3122405
Divis\u00f3polis,10547,3122454
Dom Bosco,3818,3122470
Dom Cavati,5247,3122504
Dom Joaquim,4602,3122603
Dom Silv\u00e9rio,5351,3122702
Dom Vi\u00e7oso,3072,3122801
Dona Eus\u00e9bia,6527,3122900
Dores de Campos,10093,3123007
Dores de Guanh\u00e3es,5316,3123106
Dores do Indai\u00e1,13923,3123205
Dores do Turvo,4437,3123304
Dores\u00f3polis,1533,3123403
Douradoquara,1930,3123502
Durand\u00e9,7884,3123528
El\u00f3i Mendes,27730,3123601
Engenheiro Caldas,11098,3123700
Engenheiro Navarro,7377,3123809
Entre Folhas,5443,3123858
Entre Rios de Minas,15292,3123908
Erv\u00e1lia,19015,3124005
Esmeraldas,69010,3124104
Espera Feliz,24805,3124203
Espinosa,32214,3124302
Esp\u00edrito Santo do Dourado,4712,3124401
Estiva,11449,3124500
Estrela Dalva,2448,3124609
Estrela do Indai\u00e1,3590,3124708
Estrela do Sul,7981,3124807
Eugen\u00f3polis,11285,3124906
Ewbank da C\u00e2mara,3952,3125002
Extrema,34344,3125101
Fama,2426,3125200
Faria Lemos,3371,3125309
Fel\u00edcio dos Santos,5012,3125408
S\u00e3o Gon\u00e7alo do Rio Preto,3205,3125507
Felisburgo,7431,3125606
Felixl\u00e2ndia,15273,3125705
Fernandes Tourinho,3369,3125804
Ferros,10432,3125903
Fervedouro,11039,3125952
Florestal,7343,3126000
Formiga,68423,3126109
Formoso,9294,3126208
Fortaleza de Minas,4407,3126307
Fortuna de Minas,2932,3126406
Francisco Badar\u00f3,10557,3126505
Francisco Dumont,5215,3126604
Francisco S\u00e1,26428,3126703
Francisc\u00f3polis,5672,3126752
Frei Gaspar,6024,3126802
Frei Inoc\u00eancio,9597,3126901
Frei Lagonegro,3510,3126950
Fronteira,17072,3127008
Fronteira dos Vales,4733,3127057
Fruta de Leite,5709,3127073
Frutal,58770,3127107
Funil\u00e2ndia,4277,3127206
Galil\u00e9ia,7034,3127305
Gameleiras,5246,3127339
Glaucil\u00e2ndia,3160,3127354
Goiabeira,3328,3127370
Goian\u00e1,3952,3127388
Gon\u00e7alves,4410,3127404
Gonzaga,6223,3127503
Gouveia,12064,3127602
Governador Valadares,280901,3127701
Gr\u00e3o Mogol,15931,3127800
Grupiara,1418,3127909
Guanh\u00e3es,34054,3128006
Guap\u00e9,14460,3128105
Guaraciaba,10542,3128204
Guaraciama,5001,3128253
Guaran\u00e9sia,19378,3128303
Guarani,9047,3128402
Guarar\u00e1,3938,3128501
Guarda-Mor,6736,3128600
Guaxup\u00e9,52294,3128709
Guidoval,7300,3128808
Guimar\u00e2nia,7956,3128907
Guiricema,8714,3129004
Gurinhat\u00e3,5959,3129103
Heliodora,6561,3129202
Iapu,10962,3129301
Ibertioga,5150,3129400
Ibi\u00e1,25100,3129509
Ibia\u00ed,8400,3129608
Ibiracatu,6165,3129657
Ibiraci,13575,3129707
Ibirit\u00e9,177475,3129806
Ibiti\u00fara de Minas,3536,3129905
Ibituruna,3018,3130002
Icara\u00ed de Minas,11835,3130051
Igarap\u00e9,41127,3130101
Igaratinga,10547,3130200
Iguatama,8172,3130309
Ijaci,6460,3130408
Ilic\u00ednea,12358,3130507
Imb\u00e9 de Minas,6899,3130556
Inconfidentes,7356,3130606
Indaiabira,7524,3130655
Indian\u00f3polis,6806,3130705
Inga\u00ed,2785,3130804
Inhapim,24792,3130903
Inha\u00fama,6240,3131000
Inimutaba,7489,3131109
Ipaba,18375,3131158
Ipanema,19736,3131208
Ipatinga,261203,3131307
Ipia\u00e7u,4285,3131406
Ipui\u00fana,10125,3131505
Ira\u00ed de Minas,6969,3131604
Itabira,119285,3131703
Itabirinha,11498,3131802
Itabirito,50816,3131901
Itacambira,5374,3132008
Itacarambi,18443,3132107
Itaguara,13329,3132206
Itaip\u00e9,12725,3132305
Itajub\u00e1,97000,3132404
Itamarandiba,34661,3132503
Itamarati de Minas,4362,3132602
Itambacuri,23637,3132701
Itamb\u00e9 do Mato Dentro,2207,3132800
Itamogi,10501,3132909
Itamonte,15391,3133006
Itanhandu,15290,3133105
Itanhomi,12394,3133204
Itaobim,21559,3133303
Itapagipe,15041,3133402
Itapecerica,22158,3133501
Itapeva,9618,3133600
Itatiaiu\u00e7u,10979,3133709
Ita\u00fa de Minas,16082,3133758
Ita\u00fana,92696,3133808
Itaverava,5690,3133907
Itinga,15147,3134004
Itueta,6120,3134103
Ituiutaba,104526,3134202
Itumirim,6213,3134301
Iturama,38484,3134400
Itutinga,3926,3134509
Jaboticatubas,19545,3134608
Jacinto,12561,3134707
Jacu\u00ed,7809,3134806
Jacutinga,25453,3134905
Jaguara\u00e7u,3158,3135001
Ja\u00edba,37939,3135050
Jampruca,5414,3135076
Jana\u00faba,71653,3135100
Janu\u00e1ria,68584,3135209
Japara\u00edba,4308,3135308
Japonvar,8683,3135357
Jeceaba,5209,3135407
Jenipapo de Minas,7672,3135456
Jequeri,12859,3135506
Jequita\u00ed,7890,3135605
Jequitib\u00e1,5319,3135704
Jequitinhonha,25560,3135803
Jesu\u00e2nia,4898,3135902
Joa\u00edma,15634,3136009
Joan\u00e9sia,4996,3136108
Jo\u00e3o Monlevade,79590,3136207
Jo\u00e3o Pinheiro,48751,3136306
Joaquim Fel\u00edcio,4669,3136405
Jord\u00e2nia,10901,3136504
Jos\u00e9 Gon\u00e7alves de Minas,4631,3136520
Jos\u00e9 Raydan,4894,3136553
Josen\u00f3polis,4877,3136579
Nova Uni\u00e3o,5804,3136603
Juatuba,25874,3136652
Juiz de Fora,563769,3136702
Juramento,4358,3136801
Juruaia,10341,3136900
Juven\u00edlia,5860,3136959
Ladainha,18152,3137007
Lagamar,7795,3137106
Lagoa da Prata,51204,3137205
Lagoa dos Patos,4248,3137304
Lagoa Dourada,13056,3137403
Lagoa Formosa,18175,3137502
Lagoa Grande,9440,3137536
Lagoa Santa,61752,3137601
Lajinha,20301,3137700
Lambari,20870,3137809
Lamim,3498,3137908
Laranjal,6852,3138005
Lassance,6664,3138104
Lavras,102124,3138203
Leandro Ferreira,3300,3138302
Leme do Prado,4998,3138351
Leopoldina,53354,3138401
Liberdade,5296,3138500
Lima Duarte,16910,3138609
Limeira do Oeste,7487,3138625
Lontra,9044,3138658
Luisburgo,6409,3138674
Luisl\u00e2ndia,6756,3138682
Lumin\u00e1rias,5572,3138708
Luz,18400,3138807
Machacalis,7237,3138906
Machado,41920,3139003
Madre de Deus de Minas,5153,3139102
Malacacheta,19157,3139201
Mamonas,6624,3139250
Manga,19372,3139300
Manhua\u00e7u,88580,3139409
Manhumirim,22784,3139508
Mantena,28132,3139607
Maravilhas,7876,3139706
Mar de Espanha,12743,3139805
Maria da F\u00e9,14488,3139904
Mariana,59857,3140001
Marilac,4254,3140100
M\u00e1rio Campos,14988,3140159
Marip\u00e1 de Minas,2979,3140209
Marli\u00e9ria,4129,3140308
Marmel\u00f3polis,2900,3140407
Martinho Campos,13436,3140506
Martins Soares,8172,3140530
Mata Verde,8539,3140555
Materl\u00e2ndia,4619,3140605
Mateus Leme,30678,3140704
Matias Barbosa,14449,3140803
Matias Cardoso,10999,3140852
Matip\u00f3,18914,3140902
Mato Verde,12849,3141009
Matozinhos,37344,3141108
Matutina,3846,3141207
Medeiros,3765,3141306
Medina,21409,3141405
Mendes Pimentel,6564,3141504
Merc\u00eas,10868,3141603
Mesquita,5911,3141702
Minas Novas,32009,3141801
Minduri,3970,3141900
Mirabela,13726,3142007
Miradouro,10837,3142106
Mira\u00ed,14946,3142205
Mirav\u00e2nia,4885,3142254
Moeda,4957,3142304
Moema,7525,3142403
Monjolos,2327,3142502
Monsenhor Paulo,8711,3142601
Montalv\u00e2nia,15603,3142700
Monte Alegre de Minas,21095,3142809
Monte Azul,21783,3142908
Monte Belo,13453,3143005
Monte Carmelo,48248,3143104
Monte Formoso,4936,3143153
Monte Santo de Minas,21949,3143203
Montes Claros,402027,3143302
Monte Si\u00e3o,23444,3143401
Montezuma,8168,3143450
Morada Nova de Minas,8860,3143500
Morro da Gar\u00e7a,2595,3143609
Morro do Pilar,3339,3143708
Munhoz,6261,3143807
Muria\u00e9,108537,3143906
Mutum,27528,3144003
Muzambinho,21026,3144102
Nacip Raydan,3274,3144201
Nanuque,41787,3144300
Naque,6930,3144359
Natal\u00e2ndia,3382,3144375
Nat\u00e9rcia,4820,3144409
Nazareno,8583,3144508
Nepomuceno,27053,3144607
Ninheira,10375,3144656
Nova Bel\u00e9m,3465,3144672
Nova Era,17994,3144706
Nova Lima,92178,3144805
Nova M\u00f3dica,3757,3144904
Nova Ponte,14934,3145000
Nova Porteirinha,7648,3145059
Nova Resende,16645,3145109
Nova Serrana,94681,3145208
Novo Cruzeiro,31884,3145307
Novo Oriente de Minas,10869,3145356
Novorizonte,5308,3145372
Olaria,1873,3145406
Olhos-d\'\u00c1gua,5943,3145455
Ol\u00edmpio Noronha,2763,3145505
Oliveira,41907,3145604
Oliveira Fortes,2182,3145703
On\u00e7a de Pitangui,3192,3145802
Orat\u00f3rios,4710,3145851
Oriz\u00e2nia,7949,3145877
Ouro Branco,38935,3145901
Ouro Fino,33716,3146008
Ouro Preto,74659,3146107
Ouro Verde de Minas,6110,3146206
Padre Carvalho,6338,3146255
Padre Para\u00edso,20177,3146305
Paineiras,4650,3146404
Pains,8391,3146503
Pai Pedro,6184,3146552
Paiva,1577,3146602
Palma,6753,3146701
Palm\u00f3polis,6161,3146750
Papagaios,15516,3146909
Paracatu,92386,3147006
Par\u00e1 de Minas,92739,3147105
Paragua\u00e7u,21583,3147204
Parais\u00f3polis,20983,3147303
Paraopeba,24427,3147402
Passab\u00e9m,1732,3147501
Passa Quatro,16470,3147600
Passa Tempo,8324,3147709
Passa-Vinte,2104,3147808
Passos,114458,3147907
Patis,5976,3147956
Patos de Minas,150893,3148004
Patroc\u00ednio,89983,3148103
Patroc\u00ednio do Muria\u00e9,5680,3148202
Paula C\u00e2ndido,9698,3148301
Paulistas,4982,3148400
Pav\u00e3o,8709,3148509
Pe\u00e7anha,17871,3148608
Pedra Azul,24748,3148707
Pedra Bonita,7117,3148756
Pedra do Anta,3270,3148806
Pedra do Indai\u00e1,4034,3148905
Pedra Dourada,2452,3149002
Pedralva,11570,3149101
Pedras de Maria da Cruz,11396,3149150
Pedrin\u00f3polis,3672,3149200
Pedro Leopoldo,63837,3149309
Pedro Teixeira,1843,3149408
Pequeri,3347,3149507
Pequi,4395,3149606
Perdig\u00e3o,10846,3149705
Perdizes,15925,3149804
Perd\u00f5es,21444,3149903
Periquito,7060,3149952
Pescador,4311,3150000
Piau,2850,3150109
Piedade de Caratinga,8247,3150158
Piedade de Ponte Nova,4213,3150208
Piedade do Rio Grande,4684,3150307
Piedade dos Gerais,4981,3150406
Pimenta,8720,3150505
Pingo-d\'\u00c1gua,4873,3150539
Pint\u00f3polis,7585,3150570
Piracema,6566,3150604
Pirajuba,5790,3150703
Piranga,17918,3150802
Pirangu\u00e7u,5514,3150901
Piranguinho,8597,3151008
Pirapetinga,10876,3151107
Pirapora,56706,3151206
Pira\u00faba,11080,3151305
Pitangui,27706,3151404
Piumhi,34525,3151503
Planura,11796,3151602
Po\u00e7o Fundo,16903,3151701
Po\u00e7os de Caldas,166085,3151800
Pocrane,8841,3151909
Pomp\u00e9u,31612,3152006
Ponte Nova,60361,3152105
Ponto Chique,4259,3152131
Ponto dos Volantes,12138,3152170
Porteirinha,38741,3152204
Porto Firme,11245,3152303
Pot\u00e9,16641,3152402
Pouso Alegre,147137,3152501
Pouso Alto,6185,3152600
Prados,9021,3152709
Prata,27796,3152808
Prat\u00e1polis,8890,3152907
Pratinha,3569,3153004
Presidente Bernardes,5562,3153103
Presidente Juscelino,3827,3153202
Presidente Kubitschek,3061,3153301
Presidente Oleg\u00e1rio,19599,3153400
Alto Jequitib\u00e1,8522,3153509
Prudente de Morais,10577,3153608
Quartel Geral,3557,3153707
Queluzito,1958,3153806
Raposos,16390,3153905
Raul Soares,24368,3154002
Recreio,10697,3154101
Reduto,7117,3154150
Resende Costa,11569,3154200
Resplendor,17715,3154309
Ressaquinha,4861,3154408
Riachinho,8290,3154457
Riacho dos Machados,9672,3154507
Ribeir\u00e3o das Neves,328871,3154606
Ribeir\u00e3o Vermelho,4058,3154705
Rio Acima,10123,3154804
Rio Casca,14130,3154903
Rio Doce,2623,3155009
Rio do Prado,5302,3155108
Rio Espera,5825,3155207
Rio Manso,5774,3155306
Rio Novo,9084,3155405
Rio Parana\u00edba,12462,3155504
Rio Pardo de Minas,31016,3155603
Rio Piracicaba,14624,3155702
Rio Pomba,18061,3155801
Rio Preto,5544,3155900
Rio Vermelho,13453,3156007
Rit\u00e1polis,4834,3156106
Rochedo de Minas,2293,3156205
Rodeiro,7857,3156304
Romaria,3644,3156403
Ros\u00e1rio da Limeira,4580,3156452
Rubelita,6789,3156502
Rubim,10377,3156601
Sabar\u00e1,135968,3156700
Sabin\u00f3polis,15936,3156809
Sacramento,25998,3156908
Salinas,41678,3157005
Salto da Divisa,7127,3157104
Santa B\u00e1rbara,30690,3157203
Santa B\u00e1rbara do Leste,8180,3157252
Santa B\u00e1rbara do Monte Verde,3096,3157278
Santa B\u00e1rbara do Tug\u00fario,4590,3157302
Santa Cruz de Minas,8547,3157336
Santa Cruz de Salinas,4337,3157377
Santa Cruz do Escalvado,4960,3157401
Santa Efig\u00eania de Minas,4587,3157500
Santa F\u00e9 de Minas,3985,3157609
Santa Helena de Minas,6410,3157658
Santa Juliana,13380,3157708
Santa Luzia,218897,3157807
Santa Margarida,16173,3157906
Santa Maria de Itabira,11007,3158003
Santa Maria do Salto,5381,3158102
Santa Maria do Sua\u00e7u\u00ed,14896,3158201
Santana da Vargem,7322,3158300
Santana de Cataguases,3876,3158409
Santana de Pirapama,7965,3158508
Santana do Deserto,4032,3158607
Santana do Garamb\u00e9u,2436,3158706
Santana do Jacar\u00e9,4861,3158805
Santana do Manhua\u00e7u,8853,3158904
Santana do Para\u00edso,32828,3158953
Santana do Riacho,4301,3159001
Santana dos Montes,3887,3159100
Santa Rita de Caldas,9198,3159209
Santa Rita de Jacutinga,5043,3159308
Santa Rita de Minas,7149,3159357
Santa Rita de Ibitipoca,3566,3159407
Santa Rita do Itueto,5699,3159506
Santa Rita do Sapuca\u00ed,42324,3159605
Santa Rosa da Serra,3386,3159704
Santa Vit\u00f3ria,19646,3159803
Santo Ant\u00f4nio do Amparo,18553,3159902
Santo Ant\u00f4nio do Aventureiro,3668,3160009
Santo Ant\u00f4nio do Grama,4071,3160108
Santo Ant\u00f4nio do Itamb\u00e9,4040,3160207
Santo Ant\u00f4nio do Jacinto,11977,3160306
Santo Ant\u00f4nio do Monte,28115,3160405
Santo Ant\u00f4nio do Retiro,7339,3160454
Santo Ant\u00f4nio do Rio Abaixo,1813,3160504
Santo Hip\u00f3lito,3218,3160603
Santos Dumont,47561,3160702
S\u00e3o Bento Abade,5159,3160801
S\u00e3o Br\u00e1s do Sua\u00e7u\u00ed,3747,3160900
S\u00e3o Domingos das Dores,5697,3160959
S\u00e3o Domingos do Prata,17787,3161007
S\u00e3o F\u00e9lix de Minas,3458,3161056
S\u00e3o Francisco,56805,3161106
S\u00e3o Francisco de Paula,6673,3161205
S\u00e3o Francisco de Sales,6224,3161304
S\u00e3o Francisco do Gl\u00f3ria,5085,3161403
S\u00e3o Geraldo,11905,3161502
S\u00e3o Geraldo da Piedade,4214,3161601
S\u00e3o Geraldo do Baixio,3920,3161650
S\u00e3o Gon\u00e7alo do Abaet\u00e9,6898,3161700
S\u00e3o Gon\u00e7alo do Par\u00e1,11985,3161809
S\u00e3o Gon\u00e7alo do Rio Abaixo,10773,3161908
S\u00e3o Gon\u00e7alo do Sapuca\u00ed,25517,3162005
S\u00e3o Gotardo,35016,3162104
S\u00e3o Jo\u00e3o Batista do Gl\u00f3ria,7431,3162203
S\u00e3o Jo\u00e3o da Lagoa,4942,3162252
S\u00e3o Jo\u00e3o da Mata,2811,3162302
S\u00e3o Jo\u00e3o da Ponte,25856,3162401
S\u00e3o Jo\u00e3o das Miss\u00f5es,12862,3162450
S\u00e3o Jo\u00e3o del Rei,90263,3162500
S\u00e3o Jo\u00e3o do Manhua\u00e7u,11367,3162559
S\u00e3o Jo\u00e3o do Manteninha,5759,3162575
S\u00e3o Jo\u00e3o do Oriente,7819,3162609
S\u00e3o Jo\u00e3o do Pacu\u00ed,4396,3162658
S\u00e3o Jo\u00e3o do Para\u00edso,23729,3162708
S\u00e3o Jo\u00e3o Evangelista,16083,3162807
S\u00e3o Jo\u00e3o Nepomuceno,26538,3162906
S\u00e3o Joaquim de Bicas,30160,3162922
S\u00e3o Jos\u00e9 da Barra,7374,3162948
S\u00e3o Jos\u00e9 da Lapa,22910,3162955
S\u00e3o Jos\u00e9 da Safira,4303,3163003
S\u00e3o Jos\u00e9 da Varginha,4834,3163102
S\u00e3o Jos\u00e9 do Alegre,4228,3163201
S\u00e3o Jos\u00e9 do Divino,3946,3163300
S\u00e3o Jos\u00e9 do Goiabal,5633,3163409
S\u00e3o Jos\u00e9 do Jacuri,6650,3163508
S\u00e3o Jos\u00e9 do Mantimento,2787,3163607
S\u00e3o Louren\u00e7o,45457,3163706
S\u00e3o Miguel do Anta,7045,3163805
S\u00e3o Pedro da Uni\u00e3o,4911,3163904
S\u00e3o Pedro dos Ferros,8181,3164001
S\u00e3o Pedro do Sua\u00e7u\u00ed,5494,3164100
S\u00e3o Rom\u00e3o,11892,3164209
S\u00e3o Roque de Minas,7092,3164308
S\u00e3o Sebasti\u00e3o da Bela Vista,5438,3164407
S\u00e3o Sebasti\u00e3o da Vargem Alegre,3006,3164431
S\u00e3o Sebasti\u00e3o do Anta,6419,3164472
S\u00e3o Sebasti\u00e3o do Maranh\u00e3o,10511,3164506
S\u00e3o Sebasti\u00e3o do Oeste,6589,3164605
S\u00e3o Sebasti\u00e3o do Para\u00edso,70533,3164704
S\u00e3o Sebasti\u00e3o do Rio Preto,1582,3164803
S\u00e3o Sebasti\u00e3o do Rio Verde,2249,3164902
S\u00e3o Tiago,11073,3165008
S\u00e3o Tom\u00e1s de Aquino,7222,3165107
S\u00e3o Thom\u00e9 das Letras,7106,3165206
S\u00e3o Vicente de Minas,7672,3165305
Sapuca\u00ed-Mirim,6850,3165404
Sardo\u00e1,6198,3165503
Sarzedo,31037,3165537
Setubinha,12060,3165552
Sem-Peixe,2776,3165560
Senador Amaral,5439,3165578
Senador Cortes,2049,3165602
Senador Firmino,7792,3165701
Senador Jos\u00e9 Bento,1672,3165800
Senador Modestino Gon\u00e7alves,4410,3165909
Senhora de Oliveira,5892,3166006
Senhora do Porto,3602,3166105
Senhora dos Rem\u00e9dios,10622,3166204
Sericita,7434,3166303
Seritinga,1874,3166402
Serra Azul de Minas,4372,3166501
Serra da Saudade,812,3166600
Serra dos Aimor\u00e9s,8809,3166709
Serra do Salitre,11491,3166808
Serrania,7812,3166907
Serran\u00f3polis de Minas,4769,3166956
Serranos,2023,3167004
Serro,21435,3167103
Sete Lagoas,236228,3167202
Silveir\u00e2nia,2292,3167301
Silvian\u00f3polis,6314,3167400
Sim\u00e3o Pereira,2651,3167509
Simon\u00e9sia,19633,3167608
Sobr\u00e1lia,5791,3167707
Soledade de Minas,6131,3167806
Tabuleiro,3963,3167905
Taiobeiras,33824,3168002
Taparuba,3196,3168051
Tapira,4650,3168101
Tapira\u00ed,1921,3168200
Taquara\u00e7u de Minas,4075,3168309
Tarumirim,14667,3168408
Teixeiras,11836,3168507
Te\u00f3filo Otoni,141934,3168606
Tim\u00f3teo,88931,3168705
Tiradentes,7807,3168804
Tiros,6795,3168903
Tocantins,16766,3169000
Tocos do Moji,4147,3169059
Toledo,6232,3169109
Tombos,8772,3169208
Tr\u00eas Cora\u00e7\u00f5es,78999,3169307
Tr\u00eas Marias,31687,3169356
Tr\u00eas Pontas,57097,3169406
Tumiritinga,6739,3169505
Tupaciguara,25538,3169604
Turmalina,19762,3169703
Turvol\u00e2ndia,5025,3169802
Ub\u00e1,113300,3169901
Uba\u00ed,12531,3170008
Ubaporanga,12622,3170057
Uberaba,328272,3170107
Uberl\u00e2ndia,676613,3170206
Umburatiba,2709,3170305
Una\u00ed,83980,3170404
Uni\u00e3o de Minas,4452,3170438
Uruana de Minas,3338,3170479
Uruc\u00e2nia,10589,3170503
Urucuia,16095,3170529
Vargem Alegre,6632,3170578
Vargem Bonita,2209,3170602
Vargem Grande do Rio Pardo,5032,3170651
Varginha,134364,3170701
Varj\u00e3o de Minas,6947,3170750
V\u00e1rzea da Palma,39128,3170800
Varzel\u00e2ndia,19723,3170909
Vazante,20784,3171006
Verdel\u00e2ndia,9220,3171030
Veredinha,5798,3171071
Ver\u00edssimo,3911,3171105
Vermelho Novo,4905,3171154
Vespasiano,122365,3171204
Vi\u00e7osa,78381,3171303
Vieiras,3741,3171402
Mathias Lobato,3342,3171501
Virgem da Lapa,14043,3171600
Virg\u00ednia,8870,3171709
Virgin\u00f3polis,10793,3171808
Virgol\u00e2ndia,5613,3171907
Visconde do Rio Branco,41932,3172004
Volta Grande,5315,3172103
Wenceslau Braz,2615,3172202
Afonso Cl\u00e1udio,32361,3200102
\u00c1guia Branca,10085,3200136
\u00c1gua Doce do Norte,11893,3200169
Alegre,32146,3200201
Alfredo Chaves,15082,3200300
Alto Rio Novo,8022,3200359
Anchieta,28546,3200409
Apiac\u00e1,7932,3200508
Aracruz,98393,3200607
Atilio Vivacqua,11804,3200706
Baixo Guandu,31794,3200805
Barra de S\u00e3o Francisco,45283,3200904
Boa Esperan\u00e7a,15460,3201001
Bom Jesus do Norte,10254,3201100
Brejetuba,12838,3201159
Cachoeiro de Itapemirim,211649,3201209
Cariacica,387368,3201308
Castelo,38304,3201407
Colatina,124525,3201506
Concei\u00e7\u00e3o da Barra,31574,3201605
Concei\u00e7\u00e3o do Castelo,12944,3201704
Divino de S\u00e3o Louren\u00e7o,4612,3201803
Domingos Martins,34757,3201902
Dores do Rio Preto,6949,3202009
Ecoporanga,24217,3202108
Fund\u00e3o,20757,3202207
Governador Lindenberg,12600,3202256
Gua\u00e7u\u00ed,31201,3202306
Guarapari,123166,3202405
Ibatiba,25882,3202454
Ibira\u00e7u,12581,3202504
Ibitirama,9373,3202553
Iconha,14016,3202603
Irupi,13380,3202652
Itagua\u00e7u,14815,3202702
Itapemirim,34628,3202801
Itarana,11231,3202900
I\u00fana,29896,3203007
Jaguar\u00e9,29642,3203056
Jer\u00f4nimo Monteiro,12036,3203106
Jo\u00e3o Neiva,17168,3203130
Laranja da Terra,11457,3203163
Linhares,169048,3203205
Manten\u00f3polis,15419,3203304
Marata\u00edzes,38670,3203320
Marechal Floriano,16545,3203346
Maril\u00e2ndia,12602,3203353
Mimoso do Sul,27388,3203403
Montanha,19391,3203502
Mucurici,5861,3203601
Muniz Freire,18745,3203700
Muqui,15806,3203809
Nova Ven\u00e9cia,50991,3203908
Pancas,23697,3204005
Pedro Can\u00e1rio,26537,3204054
Pinheiros,27130,3204104
Pi\u00fama,21336,3204203
Ponto Belo,7901,3204252
Presidente Kennedy,11742,3204302
Rio Bananal,19457,3204351
Rio Novo do Sul,12095,3204401
Santa Leopoldina,12889,3204500
Santa Maria de Jetib\u00e1,39928,3204559
Santa Teresa,24025,3204609
S\u00e3o Domingos do Norte,8818,3204658
S\u00e3o Gabriel da Palha,37375,3204708
S\u00e3o Jos\u00e9 do Cal\u00e7ado,11036,3204807
S\u00e3o Mateus,128449,3204906
S\u00e3o Roque do Cana\u00e3,12579,3204955
Serra,502618,3205002
Sooretama,29038,3205010
Vargem Alta,21584,3205036
Venda Nova do Imigrante,24575,3205069
Viana,76776,3205101
Vila Pav\u00e3o,9459,3205150
Vila Val\u00e9rio,14697,3205176
Vila Velha,486388,3205200
Vit\u00f3ria,363140,3205309
Angra dos Reis,194619,3300100
Aperib\u00e9,11292,3300159
Araruama,126742,3300209
Areal,12143,3300225
Arma\u00e7\u00e3o dos B\u00fazios,32260,3300233
Arraial do Cabo,29304,3300258
Barra do Pira\u00ed,97460,3300308
Barra Mansa,179451,3300407
Belford Roxo,495783,3300456
Bom Jardim,26566,3300506
Bom Jesus do Itabapoana,36068,3300605
Cabo Frio,216030,3300704
Cachoeiras de Macacu,57048,3300803
Cambuci,15124,3300902
Carapebus,15568,3300936
Comendador Levy Gasparian,8336,3300951
Campos dos Goytacazes,490288,3301009
Cantagalo,19697,3301108
Cardoso Moreira,12519,3301157
Carmo,18264,3301207
Casimiro de Abreu,41999,3301306
Concei\u00e7\u00e3o de Macabu,22461,3301405
Cordeiro,21250,3301504
Duas Barras,11169,3301603
Duque de Caxias,890997,3301702
Engenheiro Paulo de Frontin,13576,3301801
Guapimirim,57921,3301850
Iguaba Grande,26936,3301876
Itabora\u00ed,232394,3301900
Itagua\u00ed,122369,3302007
Italva,14723,3302056
Itaocara,22694,3302106
Itaperuna,99997,3302205
Itatiaia,30703,3302254
Japeri,101237,3302270
Laje do Muria\u00e9,7217,3302304
Maca\u00e9,244139,3302403
Macuco,5434,3302452
Mag\u00e9,237420,3302502
Mangaratiba,42415,3302601
Maric\u00e1,153008,3302700
